getpwuid_r did not find a match for uid 501
Filtering the log data using "process == "App" OR process == "WebContent" OR subsystem CONTAINS "ai.elizaos" OR composedMessage CONTAINS "mixed" OR composedMessage CONTAINS "WebSocket""
Timestamp                       (process)[PID]    
2026-07-04 17:14:43.265873-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000405a0", "property":init, "new":'00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F0 3F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'}
2026-07-04 17:14:43.265896-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000405a0", "property":lifecycle, "old":"0x0", "new":"0x6000029404d0"}
2026-07-04 17:14:43.265935-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"client allocated", "client":"0x106925960"}
2026-07-04 17:14:43.265969-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5babd, Description: CL: _CLClientCreateConnection
2026-07-04 17:14:43.265984-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"_CLClientCreateConnection", "event":activity, "client":"0x106925960"}
2026-07-04 17:14:43.266131-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5babe, Description: CL: CLConnectionClient::sendMessage(cache)
2026-07-04 17:14:43.266201-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x6000000405a0", "property":pausesLocationUpdatesAutomatically, "old":0, "new":1}
2026-07-04 17:14:43.266206-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5babf, Description: CL: Sending cached messages to daemon
2026-07-04 17:14:43.266265-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba0, Description: CL: CLConnectionClient::sendMessage(cache)
2026-07-04 17:14:43.266289-0400  localhost App[46840]: (LocationSupport) [com.apple.LocationSupport:Connection] {"msg":"Sending cached messages to daemon", "event":activity}
2026-07-04 17:14:43.266469-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cba1, Description: CL: CLLocationManager
2026-07-04 17:14:43.266559-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x106a07720] activating connection: mach=true listener=false peer=false name=com.apple.locationd.registration
2026-07-04 17:14:43.266672-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLLocationManager", "event":activity, "_cmd":setDelegate:, "self":"0x6000000405a0", "delegate":"0x600000c71590"}
2026-07-04 17:14:43.266874-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba2, Description: CL: CLConnection::sendMessage
2026-07-04 17:14:43.266977-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cba3, Description: CL: CLInternalGetAuthorizationStatus
2026-07-04 17:14:43.267120-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba4, Description: CL: CLConnection::sendMessage
2026-07-04 17:14:43.267285-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLInternalGetAuthorizationStatus", "event":activity}
2026-07-04 17:14:43.268111-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x106f166a0] activating connection: mach=true listener=false peer=false name=com.apple.locationd.synchronous
2026-07-04 17:14:43.274985-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e820 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.275269-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e820 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.280236-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01ea00 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.280314-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01ea60 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.280529-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01ea00 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.280952-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01f090 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.280987-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01ea60 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.281012-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01f0f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.281290-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01f090 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.281330-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01f0f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:43.282671-0400  localhost App[46840]: (Foundation) [ElizaBunRuntimePlugin] start requested engine=bun bundlePath=default argv=["bun", "--no-install", "public/agent/agent-bundle.js", "ios-bridge", "--stdio"] envKeys=["ELIZA_DISABLE_AGENT_WALLET_BOOTSTRAP", "ELIZA_DISABLE_VAULT_PROFILE_RESOLVER", "ELIZA_HEADLESS", "ELIZA_IOS_BRIDGE_TRANSPORT", "ELIZA_IOS_BUN_STARTUP_TIMEOUT_MS", "ELIZA_IOS_LOCAL_BACKEND", "ELIZA_MOBILE_PLATFORM", "ELIZA_PGLITE_DISABLE_EXTENSIONS", "ELIZA_PLATFORM", "ELIZA_RUNTIME_MODE", "ELIZA_VAULT_BACKEND", "LOCAL_RUNTIME_MODE", "LOG_LEVEL", "RUNTIME_MODE"]
2026-07-04 17:14:43.283148-0400  localhost App[46840]: (Foundation) [ElizaBunRuntimePlugin] creating ElizaBunRuntime
2026-07-04 17:14:43.283344-0400  localhost App[46840]: (Foundation) [ElizaBunRuntime] start queued engine=bun argv=["bun", "--no-install", "public/agent/agent-bundle.js", "ios-bridge", "--stdio"] envKeys=["ELIZA_DISABLE_AGENT_WALLET_BOOTSTRAP", "ELIZA_DISABLE_VAULT_PROFILE_RESOLVER", "ELIZA_HEADLESS", "ELIZA_IOS_BRIDGE_TRANSPORT", "ELIZA_IOS_BUN_STARTUP_TIMEOUT_MS", "ELIZA_IOS_LOCAL_BACKEND", "ELIZA_MOBILE_PLATFORM", "ELIZA_PGLITE_DISABLE_EXTENSIONS", "ELIZA_PLATFORM", "ELIZA_RUNTIME_MODE", "ELIZA_VAULT_BACKEND", "LOCAL_RUNTIME_MODE", "LOG_LEVEL", "RUNTIME_MODE"]
2026-07-04 17:14:43.283504-0400  localhost App[46840]: (Foundation) [ElizaBunRuntime] bootstrap requestedEngine=bun compiledEngine=full-bun
2026-07-04 17:14:43.286195-0400  localhost App[46840]: (Foundation) [ElizaBunRuntime] full Bun bootstrap bundle=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Bundle/Application/452AEA64-68FE-4E8F-84C4-2058B4AEC91B/App.app/public/agent/agent-bundle.js appSupport=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Data/Application/CFD7960F-99A7-4DC4-8938-FEE8064ECADD/Library/Application Support/Eliza pglite=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Data/Application/CFD7960F-99A7-4DC4-8938-FEE8064ECADD/Library/Application Support/Eliza/.elizadb assetDir=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Bundle/Application/452AEA64-68FE-4E8F-84C4-2058B4AEC91B/App.app/public/agent
2026-07-04 17:14:43.286491-0400  localhost App[46840]: (Foundation) [FullBunEngineHost] start requested bundle=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Bundle/Application/452AEA64-68FE-4E8F-84C4-2058B4AEC91B/App.app/public/agent/agent-bundle.js appSupport=/Users/shawwalters/Library/Developer/CoreSimulator/Devices/F165C3A3-5069-4174-A40C-89F0BCC4B9FB/data/Containers/Data/Application/CFD7960F-99A7-4DC4-8938-FEE8064ECADD/Library/Application Support/Eliza argv=["bun", "--no-install", "public/agent/agent-bundle.js", "ios-bridge", "--stdio"] envKeys=["ELIZA_DISABLE_AGENT_WALLET_BOOTSTRAP", "ELIZA_DISABLE_VAULT_PROFILE_RESOLVER", "ELIZA_HEADLESS", "ELIZA_HOME", "ELIZA_IOS_AGENT_ASSET_DIR", "ELIZA_IOS_AGENT_BUNDLE", "ELIZA_IOS_AGENT_PUBLIC_DIR", "ELIZA_IOS_APP_SUPPORT_DIR", "ELIZA_IOS_BRIDGE_TRANSPORT", "ELIZA_IOS_BUN_STARTUP_TIMEOUT_MS", "ELIZA_IOS_DYNAMIC_CODE_SIGNING", "ELIZA_IOS_JAVASCRIPT_ENGINE", "ELIZA_IOS_JIT", "ELIZA_IOS_LOCAL_BACKEND", "ELIZA_IOS_RUNTIME_POLICY", "ELIZA_MOBILE_PLATFORM", "ELIZA_<…>
2026-07-04 17:14:43.287392-0400  localhost App[46840]: (Foundation) [FullBunEngineHost] loading ElizaBunEngine
2026-07-04 17:14:43.287687-0400  localhost App[46840]: (Foundation) [FullBunEngineHost] loaded ElizaBunEngine abi=3
2026-07-04 17:14:44.000063-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cba5, Description: CL: CLLocationManager
2026-07-04 17:14:44.000103-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLLocationManager", "event":activity, "_cmd":initWithEffectiveBundleIdentifier:bundlePath:websiteIdentifier:delegate:silo:, "self":"0x60000001fb90", "identifier":(null), "bundlePath":(null)}
2026-07-04 17:14:44.000146-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x60000001fb90", "property":init, "new":'00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 F0 BF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F0 3F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'}
2026-07-04 17:14:44.000168-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x60000001fb90", "property":lifecycle, "old":"0x0", "new":"0x600002936290"}
2026-07-04 17:14:44.000201-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"client allocated", "client":"0x1042222e0"}
2026-07-04 17:14:44.000230-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cba6, Description: CL: _CLClientCreateConnection
2026-07-04 17:14:44.000244-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"_CLClientCreateConnection", "event":activity, "client":"0x1042222e0"}
2026-07-04 17:14:44.000516-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba7, Description: CL: CLConnectionClient::sendMessage(cache)
2026-07-04 17:14:44.000788-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba8, Description: CL: Sending cached messages to daemon
2026-07-04 17:14:44.000789-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Core] {"msg":"state transition", "event":state_transition, "state":LocationManager, "id":"0x60000001fb90", "property":pausesLocationUpdatesAutomatically, "old":0, "new":1}
2026-07-04 17:14:44.000974-0400  localhost App[46840]: (LocationSupport) [com.apple.LocationSupport:Connection] {"msg":"Sending cached messages to daemon", "event":activity}
2026-07-04 17:14:44.001126-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cba9, Description: CL: CLConnectionClient::sendMessage(cache)
2026-07-04 17:14:44.001151-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x104015f00] activating connection: mach=true listener=false peer=false name=com.apple.locationd.registration
2026-07-04 17:14:44.001263-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cbaa, Description: CL: CLLocationManager
2026-07-04 17:14:44.001439-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLLocationManager", "event":activity, "_cmd":setDelegate:, "self":"0x60000001fb90", "delegate":"0x600000c608a0"}
2026-07-04 17:14:44.001442-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cbab, Description: CL: CLConnection::sendMessage
2026-07-04 17:14:44.001545-0400  localhost App[46840]: (CoreLocation) Created Activity ID: 0x7d5cbac, Description: CL: CLInternalGetAuthorizationStatus
2026-07-04 17:14:44.001642-0400  localhost App[46840]: (LocationSupport) Created Activity ID: 0x7d5cbad, Description: CL: CLConnection::sendMessage
2026-07-04 17:14:44.001810-0400  localhost App[46840]: (CoreLocation) [com.apple.locationd.Core:Client] {"msg":"CLInternalGetAuthorizationStatus", "event":activity}
2026-07-04 17:14:44.005463-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e460 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.005970-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e4c0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.006202-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e520 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.008341-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e580 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.013247-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e460 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.013306-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e4c0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.013337-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e520 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.014153-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e580 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.021927-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e6a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.022669-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e6a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.274184-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e820 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.277628-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e820 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:44.408436-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01cc30 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:45.259528-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e1f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:45.260538-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e1f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:45.825793-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b00ae20 NavigationState is releasing background process assertion because a page load completed
2026-07-04 17:14:45.825862-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dce0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending background activity / 'Page Load'
2026-07-04 17:14:46.259973-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dfb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.260855-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dfb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.751861-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dfb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.755754-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dfb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.861759-0400  localhost App[46840]: (TCC) Created Activity ID: 0x7d5cbae, Description: tcc_send_request_authorization() IPC
2026-07-04 17:14:46.861807-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d04a50] activating connection: mach=true listener=false peer=false name=com.apple.tccd
2026-07-04 17:14:46.861944-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] SEND: 0/7 synchronous to com.apple.tccd: request: msgID=46840.2, function=TCCAccessRequest, service=kTCCServiceMicrophone,
2026-07-04 17:14:46.864061-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] RECV: synchronous reply <dictionary: 0x600003d00870> { count = 5, transaction: 0, voucher = 0x0, contents =
}
2026-07-04 17:14:46.864132-0400  localhost App[46840]: (TCC) [com.apple.TCC:cache] SET: (kTCCServiceMicrophone, <Credential (0x60000293d3b0) | Requestor>) -> <Authorization Record (0x6000035011e0) | Service: kTCCServiceMicrophone, AuthRight: Unknown, Reason: None, Version: 1, >
2026-07-04 17:14:46.864176-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d04a50] invalidated after the last release of the connection object
2026-07-04 17:14:46.864212-0400  localhost App[46840]: (TCC) Created Activity ID: 0x7d5cbaf, Description: TCCAccessRequest() IPC
2026-07-04 17:14:46.864242-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d00870] activating connection: mach=true listener=false peer=false name=com.apple.tccd
2026-07-04 17:14:46.864337-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] SEND: 0/7 synchronous to com.apple.tccd: request: msgID=46840.3, function=TCCAccessRequest, service=kTCCServiceSpeechRecognition,
2026-07-04 17:14:46.866147-0400  localhost App[46840]: (TCC) [com.apple.TCC:access] RECV: synchronous reply <dictionary: 0x600003d00a50> { count = 5, transaction: 0, voucher = 0x0, contents =
}
2026-07-04 17:14:46.866221-0400  localhost App[46840]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d00870] invalidated after the last release of the connection object
2026-07-04 17:14:46.866596-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dd40 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.901010-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01dd40 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.912242-0400  localhost App[46840]: (Foundation) [FullBunEngineHost] start succeeded abi=3 durationMs=3625
2026-07-04 17:14:46.912469-0400  localhost App[46840]: (Foundation) [ElizaBunRuntime] full Bun bootstrap ready bridgeVersion=bun-ios:3
2026-07-04 17:14:46.912599-0400  localhost App[46840]: (Foundation) [ElizaBunRuntime] start completed engineMode=bun bridgeVersion=bun-ios:3 durationMs=3629
2026-07-04 17:14:46.912727-0400  localhost App[46840]: (Foundation) [ElizaBunRuntimePlugin] start succeeded engine=bun bridgeVersion=bun-ios:3 durationMs=3630
2026-07-04 17:14:46.913915-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e4f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.913980-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e550 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.922544-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e4f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.922675-0400  localhost App[46840]: (Foundation) [AgentWatchdog] armed (discovered running local agent) — watching local agent health
2026-07-04 17:14:46.922826-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e790 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.922940-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01cc30 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.923076-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e550 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.923118-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e7f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.932928-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e7f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.933070-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0a1f80 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.933107-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0a1fe0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.933146-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0a2040 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.946504-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0a1f80 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.957004-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0a1fe0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:14:46.958055-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b01e790 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
